id_fatura,filial,cidade,tipo_cliente,genero,linha_produto,preco_unitario,quantidade,imposto_5pct,total,data,hora,minuto,forma_pagamento,custo_produtos,margem_bruta_pct,lucro_bruto,avaliacao,ano,mes,dia,trimestre,semana_ano,mes_nome,dia_semana,periodo_dia,dia_util,quinzena,eh_fim_semana,data_visual,ticket_medio_por_item,valor_sem_imposto,lucro_por_item,percentual_imposto_real,eficiencia_venda,margem_liquida_pct,intensidade_compra,densidade_valor,indice_satisfacao_ajustado,avaliacao_ponderada,score_valor_cliente,faixa_avaliacao,categoria_horario_pico,categoria_ticket,perfil_compra
154-74-7179,B,Mandalay,Normal,Masculino,Esportes e Viagem,54.45,1,2.7225,57.1725,2019-02-26,19,24,Carteira Digital,54.45,4.761904762,2.7225,7.9,2019,2,26,1,9,Fevereiro,Terça-feira,Noite,Sim,Segunda Quinzena,0,26/02/2019,57.1725,54.45,2.7225,4.761904761904763,5.0,4.761904761904763,54.45,57.1725,0.4331873111782477,7.9,28.89335347432024,Satisfeito,Horário de Pico,Econômico,Comprador Econômico
253-12-6086,A,Yangon,Membro,Feminino,Esportes e Viagem,98.4,7,34.44,723.24,2019-03-12,12,43,Cartão de Crédito,688.8,4.761904762,34.44,8.7,2019,3,12,1,11,Março,Terça-feira,Tarde,Sim,Primeira Quinzena,0,12/03/2019,103.32000000000001,688.8,4.92,4.761904761904762,5.0,4.761904761904762,688.8000000000001,103.32000000000001,6.034803625377643,60.89999999999999,74.84622356495467,Muito Satisfeito,Horário de Pico,VIP,Comprador Premium
808-65-0703,C,Naypyitaw,Normal,Masculino,Casa e Estilo de Vida,35.47,4,7.094,148.974,2019-03-14,17,22,Cartão de Crédito,141.88,4.761904762,7.094,6.9,2019,3,14,1,11,Março,Quinta-feira,Tarde,Sim,Primeira Quinzena,0,14/03/2019,37.2435,141.88,1.7735,4.761904761904763,5.0,4.761904761904763,141.88,37.2435,0.9858731117824773,27.6,38.415206445115814,Neutro,Horário Normal,Padrão,Comprador Econômico
571-94-0759,B,Mandalay,Membro,Feminino,Alimentos e Bebidas,74.6,10,37.3,783.3,2019-01-08,20,55,Dinheiro,746.0,4.761904762,37.3,9.5,2019,1,8,1,2,Janeiro,Terça-feira,Noite,Sim,Primeira Quinzena,0,08/01/2019,78.33,746.0,3.7299999999999995,4.761904761904762,5.0,4.761904761904762,746.0,78.33,7.136958710976837,95.0,88.5503524672709,Muito Satisfeito,Horário de Pico,VIP,Comprador Premium
144-51-6085,A,Yangon,Membro,Masculino,Casa e Estilo de Vida,70.74,4,14.148,297.108,2019-01-05,16,5,Cartão de Crédito,282.96,4.761904762,14.148,4.4,2019,1,5,1,1,Janeiro,Sábado,Tarde,Não,Primeira Quinzena,1,05/01/2019,74.277,282.96,3.537,4.761904761904762,5.0,4.761904761904762,282.96,74.277,1.2538006042296073,17.6,36.59818731117825,Insatisfeito,Horário Normal,Premium,Comprador Padrão
731-14-2199,A,Yangon,Membro,Feminino,Casa e Estilo de Vida,35.54,10,17.77,373.17,2019-01-04,13,34,Carteira Digital,355.4,4.761904762,17.77,7.0,2019,1,4,1,1,Janeiro,Sexta-feira,Tarde,Sim,Primeira Quinzena,0,04/01/2019,37.317,355.40000000000003,1.777,4.761904761904762,5.0,4.761904761904762,355.4,37.317,2.5053373615307146,70.0,65.31621349446122,Neutro,Horário de Pico,Premium,Comprador Padrão
783-09-1637,B,Mandalay,Normal,Feminino,Esportes e Viagem,67.43,5,16.8575,354.0075,2019-03-06,18,13,Carteira Digital,337.15,4.761904762,16.8575,6.3,2019,3,6,1,10,Março,Quarta-feira,Noite,Sim,Primeira Quinzena,0,06/03/2019,70.8015,337.15,3.3715,4.761904761904763,5.000000000000001,4.761904761904763,337.15000000000003,70.8015,2.139018126888217,31.5,47.481067472306144,Neutro,Horário de Pico,Premium,Comprador Padrão
687-15-1097,C,Naypyitaw,Membro,Feminino,Saúde e Beleza,21.12,2,2.112,44.352,2019-01-03,19,17,Dinheiro,42.24,4.761904762,2.112,9.7,2019,1,3,1,1,Janeiro,Quinta-feira,Noite,Sim,Primeira Quinzena,0,03/01/2019,22.176,42.239999999999995,1.056,4.761904761904763,5.0,4.761904761904763,42.24,22.176,0.41261631419939565,19.4,36.801510574018124,Muito Satisfeito,Horário de Pico,Econômico,Comprador Econômico
126-54-1082,A,Yangon,Membro,Feminino,Casa e Estilo de Vida,21.54,9,9.693,203.553,2019-01-07,11,44,Cartão de Crédito,193.86,4.761904762,9.693,8.8,2019,1,7,1,2,Janeiro,Segunda-feira,Manhã,Sim,Primeira Quinzena,0,07/01/2019,22.617,193.85999999999999,1.077,4.761904761904762,5.0,4.761904761904762,193.85999999999999,22.617,1.7179939577039274,79.2,61.20906344410877,Muito Satisfeito,Horário de Pico,Padrão,Comprador Volume
633-91-1052,A,Yangon,Normal,Feminino,Casa e Estilo de Vida,12.03,2,1.203,25.263,2019-01-27,15,51,Dinheiro,24.06,4.761904762,1.203,5.1,2019,1,27,1,4,Janeiro,Domingo,Tarde,Não,Segunda Quinzena,1,27/01/2019,12.6315,24.060000000000002,0.6015,4.761904761904762,5.0,4.761904761904762,24.06,12.6315,0.12357099697885195,10.2,22.26918429003021,Neutro,Horário de Pico,Econômico,Comprador Econômico
477-24-6490,B,Mandalay,Normal,Feminino,Saúde e Beleza,99.71,6,29.913,628.173,2019-02-26,16,52,Carteira Digital,598.26,4.761904762,29.913,7.9,2019,2,26,1,9,Fevereiro,Terça-feira,Tarde,Sim,Segunda Quinzena,0,26/02/2019,104.6955,598.26,4.9855,4.761904761904762,5.0,4.761904761904762,598.26,104.6955,4.759570996978852,47.400000000000006,65.79909365558912,Satisfeito,Horário Normal,VIP,Comprador Premium
566-19-5475,B,Mandalay,Normal,Masculino,Acessórios de Moda,47.97,7,16.7895,352.5795,2019-01-07,20,52,Dinheiro,335.79,4.761904762,16.7895,6.2,2019,1,7,1,2,Janeiro,Segunda-feira,Noite,Sim,Primeira Quinzena,0,07/01/2019,50.3685,335.79,2.3985,4.761904761904763,5.0,4.761904761904763,335.78999999999996,50.3685,2.096574018126888,43.4,53.126283987915414,Neutro,Horário de Pico,Premium,Comprador Padrão
526-86-8552,C,Naypyitaw,Membro,Feminino,Casa e Estilo de Vida,21.82,10,10.91,229.11,2019-01-07,17,36,Dinheiro,218.2,4.761904762,10.91,7.1,2019,1,7,1,2,Janeiro,Segunda-feira,Tarde,Sim,Primeira Quinzena,0,07/01/2019,22.911,218.20000000000002,1.091,4.761904761904762,5.0,4.761904761904762,218.2,22.911,1.5601409869083585,71.0,60.089526686807645,Satisfeito,Horário Normal,Padrão,Comprador Volume
376-56-3573,C,Naypyitaw,Normal,Feminino,Acessórios de Moda,95.42,4,19.084,400.764,2019-02-02,13,23,Carteira Digital,381.68,4.761904762,19.084,6.4,2019,2,2,1,5,Fevereiro,Sábado,Tarde,Não,Primeira Quinzena,1,02/02/2019,100.191,381.68,4.771,4.761904761904762,5.0,4.761904761904762,381.68,100.191,2.4599718026183286,25.6,46.57482376636455,Neutro,Horário de Pico,Premium,Comprador Padrão
537-72-0426,C,Naypyitaw,Membro,Masculino,Acessórios de Moda,70.99,10,35.495,745.395,2019-03-20,16,28,Dinheiro,709.9,4.761904762,35.495,5.7,2019,3,20,1,12,Março,Quarta-feira,Tarde,Sim,Segunda Quinzena,0,20/03/2019,74.5395,709.9,3.5494999999999997,4.761904761904762,5.0,4.761904761904762,709.9,74.5395,4.074954682779456,57.0,75.69617321248742,Neutro,Horário Normal,VIP,Comprador Premium
828-61-5674,A,Yangon,Membro,Masculino,Esportes e Viagem,44.02,10,22.01,462.21,2019-03-20,19,57,Cartão de Crédito,440.2,4.761904762,22.01,9.6,2019,3,20,1,12,Março,Quarta-feira,Noite,Sim,Segunda Quinzena,0,20/03/2019,46.221,440.2,2.201,4.761904761904763,5.0,4.761904761904763,440.20000000000005,46.221,4.255709969788518,96.0,76.53212487411882,Muito Satisfeito,Horário de Pico,Premium,Comprador Padrão
136-08-6195,A,Yangon,Normal,Feminino,Casa e Estilo de Vida,69.96,8,27.984,587.664,2019-02-15,17,1,Cartão de Crédito,559.68,4.761904762,27.984,6.4,2019,2,15,1,7,Fevereiro,Sexta-feira,Tarde,Sim,Primeira Quinzena,0,15/02/2019,73.458,559.68,3.498,4.761904761904763,5.000000000000001,4.761904761904763,559.68,73.458,3.607202416918429,51.2,65.74501510574018,Neutro,Horário Normal,VIP,Comprador Premium
523-38-0215,C,Naypyitaw,Normal,Masculino,Casa e Estilo de Vida,37.0,1,1.85,38.85,2019-03-06,13,29,Cartão de Crédito,37.0,4.761904762,1.85,7.9,2019,3,6,1,10,Março,Quarta-feira,Tarde,Sim,Primeira Quinzena,0,06/03/2019,38.85,37.0,1.85,4.761904761904762,5.0,4.761904761904762,37.0,38.85,0.2943605236656596,7.9,28.190433031218532,Satisfeito,Horário de Pico,Econômico,Comprador Econômico
490-29-1201,A,Yangon,Normal,Feminino,Esportes e Viagem,15.34,1,0.767,16.107,2019-01-06,11,9,Dinheiro,15.34,4.761904762,0.767,6.5,2019,1,6,1,1,Janeiro,Domingo,Manhã,Não,Primeira Quinzena,1,06/01/2019,16.107,15.34,0.767,4.761904761904763,5.0,4.761904761904763,15.34,16.107,0.10041289023162134,6.5,23.11792547834844,Neutro,Horário de Pico,Econômico,Comprador Econômico
667-92-0055,A,Yangon,Membro,Masculino,Saúde e Beleza,99.83,6,29.949,628.929,2019-03-04,15,2,Carteira Digital,598.98,4.761904762,29.949,8.5,2019,3,4,1,10,Março,Segunda-feira,Tarde,Sim,Primeira Quinzena,0,04/03/2019,104.8215,598.98,4.9915,4.761904761904763,5.0,4.761904761904763,598.98,104.8215,5.127220543806645,51.0,67.62809667673716,Satisfeito,Horário de Pico,VIP,Comprador Premium
565-17-3836,A,Yangon,Membro,Feminino,Saúde e Beleza,47.67,4,9.534,200.214,2019-03-12,14,21,Dinheiro,190.68,4.761904762,9.534,9.1,2019,3,12,1,11,Março,Terça-feira,Tarde,Sim,Primeira Quinzena,0,12/03/2019,50.0535,190.68,2.3835,4.761904761904763,5.0,4.761904761904763,190.68,50.0535,1.7474199395770391,36.4,46.9809667673716,Muito Satisfeito,Horário de Pico,Padrão,Comprador Econômico
498-41-1961,B,Mandalay,Normal,Masculino,Saúde e Beleza,66.68,5,16.67,350.07,2019-02-20,18,1,Dinheiro,333.4,4.761904762,16.67,7.6,2019,2,20,1,8,Fevereiro,Quarta-feira,Noite,Sim,Segunda Quinzena,0,20/02/2019,70.014,333.4,3.3340000000000005,4.761904761904763,5.000000000000001,4.761904761904763,333.40000000000003,70.014,2.5517019133937557,38.0,51.23001007049345,Satisfeito,Horário de Pico,Premium,Comprador Padrão
593-95-4461,C,Naypyitaw,Membro,Masculino,Casa e Estilo de Vida,74.86,1,3.743,78.603,2019-03-24,14,49,Dinheiro,74.86,4.761904762,3.743,6.9,2019,3,24,1,12,Março,Domingo,Tarde,Não,Segunda Quinzena,1,24/03/2019,78.603,74.86,3.743,4.761904761904763,5.0,4.761904761904763,74.86,78.603,0.5201752265861026,6.9,26.71550855991944,Neutro,Horário de Pico,Econômico,Comprador Econômico
226-71-3580,C,Naypyitaw,Normal,Feminino,Esportes e Viagem,23.75,9,10.6875,224.4375,2019-01-31,12,2,Dinheiro,213.75,4.761904762,10.6875,9.5,2019,1,31,1,5,Janeiro,Quinta-feira,Tarde,Sim,Segunda Quinzena,0,31/01/2019,24.9375,213.75,1.1875,4.761904761904762,5.0,4.761904761904762,213.75,24.9375,2.044939577039275,85.5,64.11027190332325,Muito Satisfeito,Horário de Pico,Padrão,Comprador Volume
283-79-9594,B,Mandalay,Normal,Feminino,Alimentos e Bebidas,48.51,7,16.9785,356.5485,2019-01-25,13,30,Cartão de Crédito,339.57,4.761904762,16.9785,5.2,2019,1,25,1,4,Janeiro,Sexta-feira,Tarde,Sim,Segunda Quinzena,0,25/01/2019,50.9355,339.57,2.4255,4.761904761904763,5.0,4.761904761904763,339.57,50.9355,1.7782114803625375,36.4,50.2785498489426,Neutro,Horário de Pico,Premium,Comprador Padrão
430-60-3493,A,Yangon,Membro,Feminino,Casa e Estilo de Vida,94.88,7,33.208,697.368,2019-02-03,14,38,Dinheiro,664.16,4.761904762,33.208,4.2,2019,2,3,1,5,Fevereiro,Domingo,Tarde,Não,Primeira Quinzena,1,03/02/2019,99.62400000000001,664.1600000000001,4.744,4.761904761904762,5.0,4.761904761904762,664.16,99.62400000000001,2.809135951661631,29.400000000000002,60.35367573011078,Insatisfeito,Horário de Pico,VIP,Comprador Premium
139-20-0155,B,Mandalay,Membro,Masculino,Acessórios Eletrônicos,40.3,10,20.15,423.15,2019-01-24,17,37,Cartão de Crédito,403.0,4.761904762,20.15,7.0,2019,1,24,1,4,Janeiro,Quinta-feira,Tarde,Sim,Segunda Quinzena,0,24/01/2019,42.315,403.0,2.0149999999999997,4.761904761904762,5.0,4.761904761904762,403.0,42.315,2.8408862034239672,70.0,67.23363544813695,Neutro,Horário Normal,Premium,Comprador Padrão
558-80-4082,C,Naypyitaw,Normal,Masculino,Acessórios Eletrônicos,27.85,7,9.7475,204.6975,2019-03-14,17,20,Carteira Digital,194.95,4.761904762,9.7475,6.0,2019,3,14,1,11,Março,Quinta-feira,Tarde,Sim,Primeira Quinzena,0,14/03/2019,29.2425,194.95,1.3925,4.761904761904763,5.0,4.761904761904763,194.95000000000002,29.2425,1.1779456193353472,42.0,46.85297079556898,Neutro,Horário Normal,Padrão,Comprador Econômico
278-97-7759,A,Yangon,Membro,Feminino,Acessórios Eletrônicos,62.48,1,3.124,65.604,2019-02-18,20,29,Dinheiro,62.48,4.761904762,3.124,4.7,2019,2,18,1,8,Fevereiro,Segunda-feira,Noite,Sim,Segunda Quinzena,0,18/02/2019,65.604,62.48,3.124,4.761904761904763,5.0,4.761904761904763,62.48,65.604,0.29572608257804633,4.7,19.61681772406848,Insatisfeito,Horário de Pico,Econômico,Comprador Econômico
316-68-6352,A,Yangon,Membro,Feminino,Alimentos e Bebidas,36.36,2,3.636,76.356,2019-01-21,10,0,Dinheiro,72.72,4.761904762,3.636,7.1,2019,1,21,1,4,Janeiro,Segunda-feira,Manhã,Sim,Segunda Quinzena,0,21/01/2019,38.178,72.72,1.818,4.761904761904763,5.0,4.761904761904763,72.72,38.178,0.5199516616314199,14.2,30.229305135951662,Satisfeito,Horário de Pico,Econômico,Comprador Econômico
585-03-5943,B,Mandalay,Normal,Masculino,Saúde e Beleza,18.11,10,9.055,190.155,2019-03-13,11,46,Carteira Digital,181.1,4.761904762,9.055,5.9,2019,3,13,1,11,Março,Quarta-feira,Manhã,Sim,Primeira Quinzena,0,13/03/2019,19.0155,181.1,0.9055,4.761904761904762,5.0,4.761904761904762,181.1,19.0155,1.076022155085599,59.0,54.99506545820745,Neutro,Horário de Pico,Padrão,Comprador Volume
211-05-0490,C,Naypyitaw,Membro,Feminino,Acessórios Eletrônicos,51.92,5,12.98,272.58,2019-03-03,13,42,Dinheiro,259.6,4.761904762,12.98,7.5,2019,3,3,1,9,Março,Domingo,Tarde,Não,Primeira Quinzena,1,03/03/2019,54.516,259.59999999999997,2.596,4.761904761904763,5.0,4.761904761904763,259.6,54.516,1.9607250755287007,37.5,47.95720040281973,Satisfeito,Horário de Pico,Premium,Comprador Padrão
727-75-6477,C,Naypyitaw,Normal,Masculino,Acessórios Eletrônicos,28.84,4,5.768,121.128,2019-03-29,14,44,Dinheiro,115.36,4.761904762,5.768,6.4,2019,3,29,1,13,Março,Sexta-feira,Tarde,Sim,Segunda Quinzena,0,29/03/2019,30.282,115.36,1.442,4.761904761904762,5.0,4.761904761904762,115.36,30.282,0.743508559919436,25.6,35.84692849949648,Neutro,Horário de Pico,Econômico,Comprador Econômico
744-02-5987,A,Yangon,Membro,Masculino,Casa e Estilo de Vida,78.38,6,23.514,493.794,2019-01-10,14,16,Carteira Digital,470.28,4.761904762,23.514,5.8,2019,1,10,1,2,Janeiro,Quinta-feira,Tarde,Sim,Primeira Quinzena,0,10/01/2019,82.29899999999999,470.28,3.919,4.761904761904762,5.0,4.761904761904762,470.28,82.29899999999999,2.746851963746223,34.8,54.34380664652567,Neutro,Horário de Pico,VIP,Comprador Premium
307-83-9164,A,Yangon,Membro,Masculino,Casa e Estilo de Vida,60.01,4,12.002,252.042,2019-01-25,15,54,Dinheiro,240.04,4.761904762,12.002,4.5,2019,1,25,1,4,Janeiro,Sexta-feira,Tarde,Sim,Segunda Quinzena,0,25/01/2019,63.0105,240.04,3.0005,4.761904761904763,5.0,4.761904761904763,240.04,63.0105,1.0877945619335347,18.0,35.169284994964755,Insatisfeito,Horário de Pico,Padrão,Comprador Econômico
779-06-0012,C,Naypyitaw,Membro,Feminino,Casa e Estilo de Vida,88.61,1,4.4305,93.0405,2019-01-19,10,21,Dinheiro,88.61,4.761904762,4.4305,7.7,2019,1,19,1,3,Janeiro,Sábado,Manhã,Não,Segunda Quinzena,1,19/01/2019,93.0405,88.61,4.4305,4.761904761904763,5.0,4.761904761904763,88.61,93.0405,0.6871067472306143,7.7,29.66938569989929,Satisfeito,Horário de Pico,Econômico,Comprador Econômico
446-47-6729,C,Naypyitaw,Normal,Masculino,Acessórios de Moda,99.82,2,9.982,209.622,2019-01-02,18,9,Cartão de Crédito,199.64,4.761904762,9.982,6.7,2019,1,2,1,1,Janeiro,Quarta-feira,Noite,Sim,Primeira Quinzena,0,02/01/2019,104.811,199.64000000000001,4.991,4.761904761904761,5.0,4.761904761904761,199.64,104.811,1.347017119838872,13.4,34.141893252769385,Neutro,Horário de Pico,Padrão,Comprador Econômico
573-10-3877,B,Mandalay,Membro,Masculino,Saúde e Beleza,39.01,1,1.9505,40.9605,2019-03-12,16,46,Cartão de Crédito,39.01,4.761904762,1.9505,4.7,2019,3,12,1,11,Março,Terça-feira,Tarde,Sim,Primeira Quinzena,0,12/03/2019,40.9605,39.010000000000005,1.9505,4.761904761904761,5.0,4.761904761904761,39.01,40.9605,0.18463947633434039,4.7,18.671399798590134,Insatisfeito,Horário Normal,Econômico,Comprador Econômico
735-06-4124,C,Naypyitaw,Normal,Masculino,Alimentos e Bebidas,48.61,1,2.4305,51.0405,2019-02-25,15,31,Dinheiro,48.61,4.761904762,2.4305,4.4,2019,2,25,1,9,Fevereiro,Segunda-feira,Tarde,Sim,Segunda Quinzena,0,25/02/2019,51.0405,48.61,2.4305,4.761904761904762,5.0,4.761904761904762,48.61,51.0405,0.21539174219536755,4.4,18.158106747230615,Insatisfeito,Horário de Pico,Econômico,Comprador Econômico
439-54-7422,A,Yangon,Normal,Feminino,Acessórios Eletrônicos,51.19,4,10.238,214.998,2019-03-18,17,15,Cartão de Crédito,204.76,4.761904762,10.238,4.7,2019,3,18,1,12,Março,Segunda-feira,Tarde,Sim,Segunda Quinzena,0,18/03/2019,53.7495,204.76,2.5595,4.761904761904762,5.0,4.761904761904762,204.76,53.7495,0.9691560926485396,18.8,34.34813695871098,Insatisfeito,Horário Normal,Padrão,Comprador Econômico
396-90-2219,B,Mandalay,Normal,Feminino,Acessórios Eletrônicos,14.96,8,5.984,125.664,2019-02-23,12,29,Dinheiro,119.68,4.761904762,5.984,8.6,2019,2,23,1,8,Fevereiro,Sábado,Tarde,Não,Segunda Quinzena,1,23/02/2019,15.708,119.68,0.748,4.761904761904762,5.0,4.761904761904762,119.68,15.708,1.0365035246727088,68.8,54.62094662638469,Muito Satisfeito,Horário de Pico,Padrão,Comprador Volume
411-77-0180,A,Yangon,Membro,Masculino,Acessórios Eletrônicos,72.2,7,25.27,530.67,2019-03-26,20,14,Carteira Digital,505.4,4.761904762,25.27,4.3,2019,3,26,1,13,Março,Terça-feira,Noite,Sim,Segunda Quinzena,0,26/03/2019,75.80999999999999,505.4,3.61,4.761904761904763,5.0,4.761904761904763,505.40000000000003,75.80999999999999,2.1885397784491434,30.099999999999998,54.25850956696878,Insatisfeito,Horário de Pico,VIP,Comprador Premium
286-01-5402,A,Yangon,Normal,Feminino,Esportes e Viagem,40.23,7,14.0805,295.6905,2019-03-30,13,22,Dinheiro,281.61,4.761904762,14.0805,9.6,2019,3,30,1,13,Março,Sábado,Tarde,Não,Segunda Quinzena,1,30/03/2019,42.241499999999995,281.61,2.0115000000000003,4.761904761904763,5.0,4.761904761904763,281.60999999999996,42.241499999999995,2.7225135951661628,67.2,61.143806646525675,Muito Satisfeito,Horário de Pico,Premium,Comprador Padrão
803-17-8013,A,Yangon,Membro,Feminino,Casa e Estilo de Vida,88.79,8,35.516,745.836,2019-02-17,17,9,Dinheiro,710.32,4.761904762,35.516,4.1,2019,2,17,1,7,Fevereiro,Domingo,Tarde,Não,Segunda Quinzena,1,17/02/2019,93.2295,710.32,4.4395,4.761904761904762,5.0,4.761904761904762,710.32,93.2295,2.932841893252769,32.8,64.91309164149044,Insatisfeito,Horário Normal,VIP,Comprador Premium
512-98-1403,A,Yangon,Membro,Feminino,Acessórios Eletrônicos,26.48,3,3.972,83.412,2019-03-21,10,40,Carteira Digital,79.44,4.761904762,3.972,4.7,2019,3,21,1,12,Março,Quinta-feira,Manhã,Sim,Segunda Quinzena,0,21/03/2019,27.804000000000002,79.44000000000001,1.324,4.761904761904762,5.0,4.761904761904762,79.44,27.804000000000002,0.376,14.100000000000001,26.3,Insatisfeito,Horário de Pico,Econômico,Comprador Econômico
848-42-2560,A,Yangon,Normal,Feminino,Acessórios de Moda,81.91,2,8.191,172.011,2019-03-05,17,43,Dinheiro,163.82,4.761904762,8.191,7.8,2019,3,5,1,10,Março,Terça-feira,Tarde,Sim,Primeira Quinzena,0,05/03/2019,86.0055,163.82,4.0955,4.761904761904763,5.000000000000001,4.761904761904763,163.82,86.0055,1.2868036253776431,15.6,35.99899295065458,Satisfeito,Horário Normal,Padrão,Comprador Econômico
532-59-7201,B,Mandalay,Membro,Masculino,Esportes e Viagem,79.93,6,23.979,503.559,2019-01-31,14,4,Dinheiro,479.58,4.761904762,23.979,5.5,2019,1,31,1,5,Janeiro,Quinta-feira,Tarde,Sim,Segunda Quinzena,0,31/01/2019,83.9265,479.58000000000004,3.9964999999999997,4.761904761904762,5.0,4.761904761904762,479.58000000000004,83.9265,2.656283987915408,33.0,53.81842900302115,Neutro,Horário de Pico,VIP,Comprador Premium
181-94-6432,C,Naypyitaw,Membro,Masculino,Acessórios de Moda,69.33,2,6.933,145.593,2019-02-05,19,5,Carteira Digital,138.66,4.761904762,6.933,9.7,2019,2,5,1,6,Fevereiro,Terça-feira,Noite,Sim,Primeira Quinzena,0,05/02/2019,72.7965,138.66,3.4665,4.761904761904763,5.0,4.761904761904763,138.66,72.7965,1.3544833836858001,19.4,40.685498489425974,Muito Satisfeito,Horário de Pico,Padrão,Comprador Econômico
870-76-1733,A,Yangon,Membro,Feminino,Alimentos e Bebidas,14.23,5,3.5575,74.7075,2019-02-01,10,8,Cartão de Crédito,71.15,4.761904762,3.5575,4.4,2019,2,1,1,5,Fevereiro,Sexta-feira,Manhã,Sim,Primeira Quinzena,0,01/02/2019,14.9415,71.14999999999999,0.7115,4.761904761904763,5.0,4.761904761904763,71.15,14.9415,0.31526686807653576,22.0,31.066062437059415,Insatisfeito,Horário de Pico,Econômico,Comprador Econômico
423-64-4619,A,Yangon,Membro,Feminino,Saúde e Beleza,15.55,9,6.9975,146.9475,2019-03-07,13,12,Dinheiro,139.95,4.761904762,6.9975,5.0,2019,3,7,1,10,Março,Quinta-feira,Tarde,Sim,Primeira Quinzena,0,07/03/2019,16.3275,139.95,0.7775,4.761904761904762,5.0,4.761904761904762,139.95000000000002,16.3275,0.7046827794561933,45.0,47.63746223564955,Insatisfeito,Horário de Pico,Padrão,Comprador Volume
227-07-4446,C,Naypyitaw,Membro,Feminino,Acessórios Eletrônicos,78.13,10,39.065,820.365,2019-02-10,20,51,Dinheiro,781.3,4.761904762,39.065,4.4,2019,2,10,1,6,Fevereiro,Domingo,Noite,Não,Primeira Quinzena,1,10/02/2019,82.0365,781.3,3.9065,4.761904761904762,5.0,4.761904761904762,781.3,82.0365,3.461953675730111,44.0,74.67230614300101,Insatisfeito,Horário de Pico,VIP,Comprador Premium
174-36-3675,C,Naypyitaw,Membro,Masculino,Alimentos e Bebidas,99.37,2,9.937,208.677,2019-02-14,17,29,Dinheiro,198.74,4.761904762,9.937,5.2,2019,2,14,1,7,Fevereiro,Quinta-feira,Tarde,Sim,Primeira Quinzena,0,14/02/2019,104.3385,198.73999999999998,4.9685,4.761904761904762,5.0,4.761904761904762,198.74,104.3385,1.0407331319234643,10.4,29.605639476334346,Neutro,Horário Normal,Padrão,Comprador Econômico
428-83-5800,C,Naypyitaw,Membro,Feminino,Alimentos e Bebidas,21.08,3,3.162,66.402,2019-02-09,10,25,Dinheiro,63.24,4.761904762,3.162,7.3,2019,2,9,1,6,Fevereiro,Sábado,Manhã,Não,Primeira Quinzena,1,09/02/2019,22.134,63.24,1.054,4.761904761904762,5.0,4.761904761904762,63.239999999999995,22.134,0.464906344410876,21.9,33.44743202416918,Satisfeito,Horário de Pico,Econômico,Comprador Econômico
603-07-0961,C,Naypyitaw,Membro,Masculino,Acessórios Eletrônicos,74.79,5,18.6975,392.6475,2019-01-10,11,34,Dinheiro,373.95,4.761904762,18.6975,4.9,2019,1,10,1,2,Janeiro,Quinta-feira,Manhã,Sim,Primeira Quinzena,0,10/01/2019,78.5295,373.95,3.7395000000000005,4.761904761904763,5.0,4.761904761904763,373.95000000000005,78.5295,1.8452719033232627,24.5,44.76344410876133,Insatisfeito,Horário de Pico,Premium,Comprador Padrão
704-20-4138,C,Naypyitaw,Membro,Feminino,Saúde e Beleza,29.67,7,10.3845,218.0745,2019-03-11,18,58,Cartão de Crédito,207.69,4.761904762,10.3845,8.1,2019,3,11,1,11,Março,Segunda-feira,Noite,Sim,Primeira Quinzena,0,11/03/2019,31.1535,207.69,1.4834999999999998,4.761904761904762,5.0,4.761904761904762,207.69,31.1535,1.6941480362537764,56.699999999999996,53.66616314199395,Satisfeito,Horário de Pico,Padrão,Comprador Econômico
787-15-1757,C,Naypyitaw,Membro,Masculino,Saúde e Beleza,44.07,4,8.814,185.094,2019-02-18,16,28,Carteira Digital,176.28,4.761904762,8.814,8.4,2019,2,18,1,8,Fevereiro,Segunda-feira,Tarde,Sim,Segunda Quinzena,0,18/02/2019,46.2735,176.28,2.2035,4.761904761904763,5.0,4.761904761904763,176.28,46.2735,1.4911903323262838,33.6,44.300906344410876,Satisfeito,Horário Normal,Padrão,Comprador Econômico
649-11-3678,C,Naypyitaw,Normal,Feminino,Alimentos e Bebidas,22.93,9,10.3185,216.6885,2019-02-26,20,26,Dinheiro,206.37,4.761904762,10.3185,5.5,2019,2,26,1,9,Fevereiro,Terça-feira,Noite,Sim,Segunda Quinzena,0,26/02/2019,24.0765,206.37,1.1465,4.761904761904762,5.0,4.761904761904762,206.37,24.0765,1.143036253776435,49.5,51.81299093655589,Neutro,Horário de Pico,Padrão,Comprador Volume
622-20-1945,C,Naypyitaw,Normal,Feminino,Saúde e Beleza,39.42,1,1.971,41.391,2019-01-18,15,8,Dinheiro,39.42,4.761904762,1.971,8.4,2019,1,18,1,3,Janeiro,Sexta-feira,Tarde,Sim,Segunda Quinzena,0,18/01/2019,41.391,39.42,1.971,4.761904761904763,5.0,4.761904761904763,39.42,41.391,0.3334622356495468,8.4,29.787915407854985,Satisfeito,Horário de Pico,Econômico,Comprador Econômico
